availability,size,total_sqft,bath,balcony,price
Ready To Move,2 Bedroom,1440.0,2.0,0.0,95.0
Ready To Move,2 BHK,900.0,2.0,1.0,40.0
Ready To Move,4 BHK,1200.0,4.0,1.0,230.0
18-May,2 BHK,1130.0,2.0,1.0,42.16
Ready To Move,2 BHK,1320.0,2.0,1.0,165.0
19-Jun,2 BHK,1270.0,2.0,1.0,98.0
Ready To Move,2 BHK,1200.0,2.0,1.0,62.0
Ready To Move,4 BHK,2606.0,4.0,2.0,235.0
Ready To Move,2 BHK,1200.0,2.0,1.0,74.0
Ready To Move,2 BHK,929.0,2.0,0.0,50.17
Ready To Move,4 BHK,1150.0,4.0,2.0,236.3825
Ready To Move,4 Bedroom,1125.0,4.0,3.0,180.0
Ready To Move,5 Bedroom,500.0,3.0,2.0,65.0
Ready To Move,5 Bedroom,1200.0,4.5,2.0,190.0
Ready To Move,4 BHK,2606.0,4.0,3.0,236.3825
Ready To Move,4 Bedroom,2000.0,4.0,2.0,99.0
Ready To Move,2 BHK,1208.0,2.0,1.0,49.0
Ready To Move,2 BHK,1130.0,2.0,2.0,60.0
Ready To Move,3 BHK,1753.0,3.0,2.0,120.0
Ready To Move,5 BHK,2606.0,4.5,3.0,236.3825
Ready To Move,3 Bedroom,600.0,3.0,2.0,58.0
22-Jun,2 BHK,1196.0,2.0,2.0,94.42
Ready To Move,2 BHK,1150.0,3.0,3.0,52.5
18-Apr,2 BHK,1128.0,2.0,1.0,63.0
Ready To Move,2 BHK,1000.0,2.0,1.0,53.0
Ready To Move,2 BHK,1035.0,2.0,1.0,45.0
Ready To Move,2 BHK,950.0,2.0,1.0,32.0
Ready To Move,3 BHK,1075.0,2.0,1.0,36.0
Ready To Move,2 BHK,1040.0,2.0,1.0,48.5
17-Oct,2 Bedroom,720.0,2.0,1.0,45.0
Ready To Move,3 BHK,1511.0,3.0,1.0,95.0
Ready To Move,3 BHK,1300.0,3.0,1.0,58.0
19-Dec,3 BHK,1545.0,3.0,1.0,68.75
Ready To Move,1 BHK,375.0,2.0,0.0,26.0
Ready To Move,2 BHK,1062.0,2.0,3.0,38.0
Ready To Move,2 BHK,1115.0,2.0,1.0,40.0
Ready To Move,2 BHK,1000.0,2.0,1.0,35.0
17-May,2 BHK,883.0,2.0,1.0,45.0
19-Apr,2 BHK,1195.0,2.0,1.0,70.0
Ready To Move,4 Bedroom,1200.0,3.0,1.0,165.0
Ready To Move,1 Bedroom,700.0,1.0,0.0,41.0
Ready To Move,2 BHK,1246.0,2.0,1.0,67.0
Ready To Move,4 Bedroom,660.0,4.0,2.0,90.0
Ready To Move,4 Bedroom,2606.0,4.0,2.0,145.0
Ready To Move,4 BHK,1600.0,4.0,1.0,80.0
18-Dec,4 BHK,2606.0,4.5,3.0,154.0
Ready To Move,3 BHK,1584.0,3.0,2.0,65.0
Ready To Move,4 Bedroom,2606.0,4.5,1.0,236.3825
Ready To Move,3 BHK,1175.0,2.0,2.0,48.0
19-Jul,3 BHK,1595.0,3.0,2.0,115.0
Ready To Move,2 BHK,1353.0,2.0,2.0,110.0
18-Apr,3 BHK,1599.0,3.0,2.0,125.0
Ready To Move,2 BHK,1150.0,2.0,1.0,70.0
17-Dec,4 BHK,2606.0,4.5,1.0,236.3825
Ready To Move,2 BHK,1155.0,2.0,2.0,42.74
Ready To Move,1 BHK,1200.0,2.0,0.0,85.0
18-Jul,2 BHK,1000.0,2.0,1.0,25.0
Ready To Move,4 BHK,2606.0,4.0,2.0,120.0
Ready To Move,3 BHK,1867.0,3.0,1.0,160.0
18-Jun,2 BHK,1251.0,2.0,1.0,47.0
18-Apr,2 BHK,1028.0,2.0,1.0,45.5
Ready To Move,2 BHK,1222.0,2.0,2.0,45.0
Ready To Move,3 BHK,1170.0,2.0,1.0,66.0
Ready To Move,3 BHK,2400.0,4.0,1.0,236.3825
Ready To Move,3 BHK,1385.0,2.0,2.0,48.48
Ready To Move,2 BHK,1372.0,2.0,1.0,68.0
Ready To Move,3 BHK,1282.0,2.0,2.0,49.0
Ready To Move,9 BHK,2606.0,4.5,3.0,210.0
Ready To Move,5 Bedroom,2606.0,3.0,1.0,236.3825
Ready To Move,2 BHK,1135.0,2.0,1.0,39.73
20-Dec,3 BHK,1768.0,3.0,2.0,101.0
Ready To Move,3 BHK,1325.0,2.0,1.0,90.0
18-Apr,3 BHK,1599.0,3.0,2.0,99.0
18-Mar,3 Bedroom,1500.0,3.0,1.0,61.95
Ready To Move,3 Bedroom,2606.0,3.0,0.0,236.3825
Ready To Move,2 BHK,1286.0,2.0,2.0,63.0
Ready To Move,5 BHK,2606.0,4.5,1.0,140.0
Ready To Move,3 BHK,1600.0,2.0,2.0,50.0
18-Sep,2 BHK,,2.0,0.0,63.77
Ready To Move,3 BHK,2606.0,4.5,2.0,236.3825
18-Apr,2 BHK,1102.0,2.0,2.0,53.67
Ready To Move,2 BHK,1350.0,2.0,2.0,54.0
Ready To Move,3 BHK,1200.0,2.0,2.0,42.0
Ready To Move,6 Bedroom,1300.0,4.5,0.0,145.0
Ready To Move,2 Bedroom,1800.0,1.0,1.0,80.0
21-Dec,1 BHK,525.0,1.0,1.0,27.25
Ready To Move,2 BHK,656.0,2.0,1.0,25.0
Ready To Move,4 Bedroom,1780.0,4.0,3.0,175.0
Ready To Move,2 BHK,1056.0,2.0,1.0,80.0
21-Feb,1 BHK,595.0,1.0,1.0,33.32
Ready To Move,2 BHK,1080.0,2.0,2.0,50.0
19-Dec,3 BHK,2225.0,3.0,1.0,160.0
18-Aug,2 BHK,1126.0,2.0,1.0,28.15
Ready To Move,3 BHK,1490.0,3.0,1.0,84.0
Ready To Move,4 Bedroom,2000.0,4.0,1.0,236.3825
Ready To Move,3 BHK,1550.0,3.0,3.0,100.0
Ready To Move,3 BHK,1600.0,3.0,2.0,86.0
Ready To Move,2 BHK,1160.0,2.0,1.0,55.0
Ready To Move,4 Bedroom,2606.0,4.0,3.0,236.3825
Ready To Move,3 BHK,2100.0,3.0,2.0,125.0
Ready To Move,2 BHK,1404.0,2.0,1.0,69.3
Ready To Move,4 Bedroom,2230.0,4.0,3.0,225.0
Ready To Move,3 BHK,1544.0,3.0,2.0,120.0
18-May,3 BHK,1305.0,2.0,1.0,58.7
Ready To Move,2 BHK,1230.0,2.0,2.0,80.0
Ready To Move,2 Bedroom,1200.0,2.0,0.0,65.0
Ready To Move,3 BHK,1460.0,3.0,1.0,73.0
Immediate Possession,2 BHK,,2.0,2.0,34.185
Ready To Move,2 BHK,967.0,2.0,3.0,45.0
Ready To Move,1 Bedroom,540.0,1.0,1.0,36.0
19-Dec,1 BHK,715.0,1.0,2.0,46.0
Ready To Move,3 BHK,2500.0,3.0,2.0,236.3825
Ready To Move,3 BHK,1578.0,3.0,1.0,180.0
Ready To Move,2 BHK,1020.0,2.0,1.0,48.95
Ready To Move,2 BHK,1020.0,2.0,1.0,40.0
Ready To Move,2 BHK,1253.0,2.0,1.0,102.0
Ready To Move,2 BHK,1180.0,2.0,2.0,42.0
Ready To Move,2 BHK,961.0,2.0,2.0,38.0
Ready To Move,3 BHK,1419.0,3.0,3.0,75.0
Ready To Move,3 BHK,1709.0,3.0,2.0,150.0
Ready To Move,2 Bedroom,1600.0,2.0,0.0,115.0
18-Jul,1 BHK,416.0,1.0,1.0,18.5
Ready To Move,2 BHK,1100.0,2.0,2.0,98.0
Ready To Move,3 BHK,1430.0,2.0,1.0,65.0
Ready To Move,2 BHK,1260.0,2.0,2.0,45.0
Ready To Move,3 BHK,1630.0,3.0,2.0,85.0
19-May,3 BHK,1249.0,3.0,2.0,44.71
Ready To Move,3 BHK,1450.0,2.0,3.0,85.0
17-Nov,3 BHK,2606.0,3.0,1.0,223.0
Ready To Move,1 BHK,600.0,1.0,0.0,90.0
Ready To Move,1 BHK,834.0,1.0,1.0,60.0
Ready To Move,3 Bedroom,1125.0,4.0,1.0,70.0
Ready To Move,3 BHK,2060.0,3.0,2.0,140.0
19-Jan,7 BHK,2606.0,4.5,3.0,236.3825
Ready To Move,2 BHK,891.0,2.0,1.0,25.0
Ready To Move,2 BHK,1133.0,2.0,1.0,49.07
Ready To Move,3 BHK,1075.0,2.0,1.0,37.0
18-May,4 BHK,2606.0,4.5,2.0,236.3825
Ready To Move,4 Bedroom,2440.0,4.5,2.0,236.3825
Ready To Move,2 BHK,1075.0,2.0,2.0,45.8
Ready To Move,2 BHK,1140.0,2.0,2.0,40.0
Ready To Move,5 Bedroom,940.0,4.0,2.0,150.0
Ready To Move,6 Bedroom,2160.0,4.5,1.0,236.3825
Ready To Move,2 BHK,1090.0,2.0,1.0,42.0
Ready To Move,4 Bedroom,1500.0,4.0,1.0,70.0
Ready To Move,4 BHK,2606.0,4.0,2.0,236.3825
Ready To Move,3 BHK,1790.0,3.0,2.0,100.0
18-Dec,3 BHK,1920.0,3.0,2.0,134.0
Ready To Move,2 BHK,1374.0,2.0,2.0,95.0
Ready To Move,3 BHK,1445.0,3.0,2.0,95.0
19-Dec,1 BHK,711.0,1.0,1.0,36.0
Ready To Move,3 BHK,1500.0,3.0,3.0,95.0
Ready To Move,3 BHK,1720.0,3.0,3.0,100.0
Ready To Move,3 BHK,1400.0,3.0,2.0,60.0
Ready To Move,2 BHK,1030.0,2.0,2.0,49.0
Ready To Move,2 BHK,1200.0,2.0,1.0,85.0
18-Jul,3 BHK,1375.0,3.0,2.0,70.0
Ready To Move,2 Bedroom,1050.0,1.0,2.0,56.0
Ready To Move,3 BHK,2250.0,3.0,2.0,160.0
Ready To Move,2 BHK,1000.0,2.0,2.0,50.0
Ready To Move,1 BHK,469.0,1.0,0.0,25.0
Ready To Move,4 BHK,2606.0,4.0,3.0,236.3825
Ready To Move,2 BHK,883.0,2.0,1.0,29.0
Ready To Move,3 BHK,1820.0,2.0,3.0,86.0
Ready To Move,3 BHK,1440.0,2.0,3.0,65.0
Ready To Move,6 BHK,2606.0,4.0,1.0,160.0
Ready To Move,4 BHK,2500.0,4.5,2.0,236.3825
18-Aug,2 BHK,1225.0,2.0,2.0,48.0
Ready To Move,3 Bedroom,2606.0,3.0,1.0,236.3825
Ready To Move,2 BHK,875.0,2.0,3.0,52.8
Ready To Move,1 BHK,750.0,1.0,2.0,40.0
Ready To Move,2 BHK,1180.0,2.0,3.0,80.0
Ready To Move,2 BHK,1194.0,2.0,2.0,47.0
Ready To Move,3 BHK,1500.0,2.0,2.0,62.0
Ready To Move,2 BHK,1160.0,2.0,2.0,52.2
Ready To Move,9 Bedroom,,4.5,2.0,236.3825
Ready To Move,3 BHK,2378.0,3.0,1.0,236.3825
Ready To Move,2 BHK,1128.0,2.0,1.0,60.0
Ready To Move,3 BHK,1500.0,3.0,1.0,150.0
18-Aug,3 BHK,1220.0,2.0,1.0,35.23
Ready To Move,2 BHK,1210.0,2.0,2.0,58.0
20-Oct,3 BHK,1100.0,2.0,1.0,58.0
Ready To Move,3 BHK,1200.0,3.0,2.0,46.0
18-Mar,4 BHK,2606.0,4.5,2.0,236.3825
Ready To Move,3 BHK,1641.0,3.0,2.0,66.0
Ready To Move,2 BHK,1200.0,2.0,1.0,45.0
Ready To Move,2 BHK,1260.0,2.0,1.0,67.39
Ready To Move,3 BHK,1720.0,3.0,3.0,78.0
Ready To Move,2 BHK,,2.0,0.0,48.13
Ready To Move,2 BHK,1210.0,2.0,1.0,45.98
Ready To Move,4 Bedroom,2200.0,4.0,2.0,200.0
Ready To Move,3 BHK,1075.0,2.0,1.0,45.0
Ready To Move,3 BHK,1702.0,3.0,2.0,130.0
Ready To Move,2 BHK,1630.0,2.0,2.0,200.0
Ready To Move,2 BHK,1141.0,2.0,2.0,38.55
18-Apr,3 BHK,2072.0,3.0,2.0,108.0
18-Dec,5 BHK,,2.0,2.0,236.3825
Ready To Move,3 Bedroom,1200.0,2.0,0.0,70.0
Ready To Move,3 BHK,1350.0,3.0,0.0,77.0
18-Mar,4 Bedroom,,4.0,0.0,236.3825
18-Dec,3 BHK,1180.0,2.0,2.0,78.34
Ready To Move,3 BHK,2606.0,3.0,3.0,130.0
Ready To Move,2 BHK,1355.0,2.0,2.0,115.0
Ready To Move,1 Bedroom,600.0,1.0,0.0,50.0
Ready To Move,7 Bedroom,1200.0,4.5,2.0,150.0
Ready To Move,3 BHK,1640.0,2.0,1.0,120.0
Ready To Move,5 Bedroom,1200.0,4.5,0.0,100.0
Ready To Move,3 BHK,1190.0,2.0,2.0,57.0
Ready To Move,4 Bedroom,2400.0,4.0,2.0,236.3825
Ready To Move,2 BHK,1019.0,2.0,2.0,49.85
Ready To Move,3 BHK,1875.0,3.0,2.0,165.0
18-May,3 BHK,1250.0,3.0,2.0,40.0
Ready To Move,3 Bedroom,1200.0,3.0,2.0,140.0
Ready To Move,2 BHK,1140.0,2.0,1.0,56.0
Ready To Move,3 BHK,1683.0,3.0,1.0,109.0
Ready To Move,3 BHK,1515.0,3.0,2.0,83.3
19-Dec,4 BHK,2118.0,4.0,2.0,111.0
Ready To Move,4 Bedroom,1380.0,3.0,0.0,58.0
Ready To Move,2 BHK,1083.0,2.0,2.0,61.75
Ready To Move,2 Bedroom,600.0,2.0,1.0,55.0
Ready To Move,3 BHK,2300.0,3.0,3.0,120.0
Ready To Move,2 BHK,1240.0,2.0,2.0,60.0
Ready To Move,3 BHK,1750.0,3.0,1.0,120.0
18-Apr,2 BHK,1230.0,2.0,2.0,43.48
17-Aug,3 Bedroom,1500.0,3.0,1.0,139.0
Ready To Move,2 BHK,985.0,2.0,1.0,40.39
Ready To Move,3 Bedroom,1500.0,2.0,1.0,87.0
18-Dec,2 BHK,1125.0,2.0,1.0,32.49
Ready To Move,2 BHK,950.0,2.0,1.0,44.0
18-Dec,5 BHK,,2.0,2.0,236.3825
Ready To Move,3 BHK,1580.0,3.0,3.0,76.0
Ready To Move,3 Bedroom,1092.0,2.0,1.0,98.5
18-Jul,2 BHK,1090.0,2.0,1.0,28.34
19-Mar,3 Bedroom,2264.0,3.0,1.0,159.0
19-Aug,3 BHK,1033.0,2.0,2.0,25.53
18-Apr,2 BHK,810.0,2.0,2.0,24.5
Ready To Move,2 BHK,1045.0,2.0,0.0,45.0
18-Sep,2 BHK,1337.0,2.0,1.0,82.0
Ready To Move,2 BHK,1200.0,2.0,2.0,32.0
Ready To Move,3 BHK,1580.0,3.0,2.0,160.0
Ready To Move,3 BHK,1500.0,2.0,3.0,54.0
18-Sep,3 BHK,1640.0,4.0,2.0,91.0
Ready To Move,3 BHK,1570.0,3.0,2.0,62.0
Ready To Move,3 BHK,1470.0,2.0,2.0,82.0
Ready To Move,2 BHK,1160.0,2.0,2.0,40.61
Ready To Move,2 BHK,1050.0,2.0,1.0,71.0
20-Jun,3 BHK,1855.0,3.0,1.0,225.0
Ready To Move,3 BHK,1460.0,2.0,1.0,90.0
Ready To Move,3 BHK,1823.0,3.0,2.0,100.0
Ready To Move,2 BHK,1094.0,2.0,2.0,42.0
Ready To Move,2 BHK,1153.0,2.0,2.0,57.0
Ready To Move,3 BHK,1325.0,3.0,1.0,57.0
Ready To Move,4 Bedroom,1200.0,3.0,2.0,85.0
Ready To Move,3 BHK,1590.0,2.0,2.0,125.0
Ready To Move,5 Bedroom,1210.0,4.0,2.0,160.0
Ready To Move,4 Bedroom,1200.0,4.0,0.0,220.0
Ready To Move,2 BHK,1202.0,2.0,1.0,48.0
Ready To Move,2 BHK,1202.0,2.0,1.0,53.0
Ready To Move,2 BHK,1200.0,2.0,3.0,62.5
18-Feb,3 BHK,1688.0,3.0,1.0,118.0
Ready To Move,2 BHK,1020.0,2.0,1.0,52.0
Ready To Move,2 BHK,1185.0,2.0,2.0,47.0
17-Oct,2 BHK,1235.0,2.0,1.0,52.04
Ready To Move,4 BHK,2606.0,4.5,1.0,236.3825
Ready To Move,2 BHK,1077.0,2.0,2.0,37.64
Ready To Move,3 BHK,1415.0,2.0,3.0,66.0
18-Apr,3 BHK,2330.0,3.0,2.0,162.0
Ready To Move,2 BHK,805.0,2.0,2.0,35.0
Ready To Move,1 BHK,425.0,1.0,0.0,20.03
Ready To Move,2 BHK,1155.0,2.0,3.0,59.95
Ready To Move,4 BHK,2606.0,4.0,3.0,236.3825
Ready To Move,2 BHK,656.0,2.0,1.0,22.0
Ready To Move,2 BHK,1100.0,2.0,0.0,48.0
Ready To Move,2 BHK,1150.0,2.0,3.0,52.0
Ready To Move,1 Bedroom,600.0,1.0,1.0,60.0
Ready To Move,2 BHK,1468.0,2.0,1.0,140.0
Ready To Move,4 Bedroom,2606.0,4.5,2.0,236.3825
18-Dec,3 BHK,2280.0,4.0,2.0,126.0
Ready To Move,2 BHK,1341.0,2.0,1.0,97.0
Ready To Move,2 BHK,1279.0,2.0,1.0,77.0
18-Dec,4 BHK,2225.0,4.0,0.0,98.88
Ready To Move,2 BHK,1185.0,2.0,2.0,43.51
Ready To Move,3 BHK,1750.0,3.0,2.0,85.0
Ready To Move,2 BHK,1152.0,2.0,1.0,53.5
Ready To Move,5 Bedroom,1000.0,4.0,1.0,160.0
Ready To Move,2 BHK,1300.0,2.0,3.0,36.0
18-Nov,4 Bedroom,2606.0,4.0,2.0,155.0
18-Aug,2 BHK,1070.0,2.0,2.0,39.0
Ready To Move,2 BHK,1101.0,2.0,0.0,45.0
Ready To Move,2 BHK,775.0,2.0,1.0,55.0
Ready To Move,1 BHK,667.0,1.0,1.0,36.85
Ready To Move,2 BHK,1070.0,2.0,1.0,55.0
Ready To Move,3 BHK,1875.0,2.0,2.0,110.0
Ready To Move,2 BHK,735.0,2.0,1.0,57.99
Ready To Move,5 Bedroom,2606.0,4.0,1.0,90.0
Ready To Move,3 BHK,1750.0,3.0,2.0,130.0
Ready To Move,2 BHK,1215.0,2.0,1.0,67.0
Ready To Move,9 Bedroom,600.0,4.5,3.0,190.0
Ready To Move,2 BHK,820.0,2.0,1.0,30.0
20-Dec,2 BHK,,2.0,0.0,59.935
Ready To Move,3 BHK,1779.0,3.0,2.0,89.61
Ready To Move,2 BHK,1105.0,2.0,2.0,58.0
Ready To Move,1 BHK,,2.0,1.0,93.0
Ready To Move,3 BHK,1650.0,3.0,2.0,60.0
Ready To Move,2 BHK,1694.0,2.0,2.0,150.0
Ready To Move,3 BHK,2376.0,3.0,1.0,203.0
Ready To Move,3 BHK,1975.0,3.0,3.0,150.0
Ready To Move,2 BHK,674.0,2.0,1.0,33.0
Ready To Move,2 BHK,1185.0,2.0,1.0,41.0
Ready To Move,1 RK,445.0,1.0,0.0,28.0
Ready To Move,6 Bedroom,900.0,4.5,2.0,76.0
Ready To Move,3 BHK,1475.0,3.0,2.0,75.0
Ready To Move,3 BHK,1618.0,3.0,3.0,82.5
Ready To Move,2 BHK,1120.0,2.0,0.0,65.0
Ready To Move,4 BHK,2181.0,3.0,2.0,152.0
Ready To Move,4 Bedroom,1200.0,4.0,0.0,90.0
Ready To Move,6 Bedroom,600.0,4.0,3.0,65.0
18-Oct,3 BHK,1556.0,2.0,1.0,59.13
19-Feb,2 BHK,1179.0,2.0,1.0,66.02
Ready To Move,2 BHK,1296.0,2.0,2.0,83.0
Ready To Move,2 BHK,1275.0,2.0,2.0,52.0
Ready To Move,7 Bedroom,1875.0,2.0,2.0,236.3825
Ready To Move,3 BHK,1400.0,2.0,2.0,77.0
Ready To Move,2 BHK,1222.0,2.0,1.0,63.0
Ready To Move,2 BHK,940.0,2.0,1.0,41.0
Ready To Move,2 BHK,1185.0,2.0,2.0,42.6
Ready To Move,3 BHK,1779.0,3.0,2.0,112.0
Ready To Move,3 BHK,1615.0,3.0,2.0,59.76
18-Dec,4 BHK,,2.0,2.0,236.3825
Ready To Move,2 BHK,1056.0,2.0,1.0,61.0
Ready To Move,2 BHK,1100.0,2.0,0.0,46.0
Ready To Move,2 BHK,920.0,2.0,1.0,40.0
Ready To Move,3 BHK,1602.0,2.0,0.0,75.0
Ready To Move,2 BHK,1176.0,2.0,0.0,62.0
Ready To Move,4 Bedroom,675.0,3.0,1.0,59.0
Ready To Move,3 BHK,1352.0,3.0,0.0,135.0
Ready To Move,3 BHK,1717.0,3.0,3.0,99.0
18-Apr,4 Bedroom,2606.0,4.0,1.0,80.0
18-Jul,4 BHK,2119.0,4.0,3.0,111.0
Ready To Move,2 BHK,1246.0,2.0,1.0,67.3
17-Jul,2 BHK,1141.0,2.0,1.0,42.79
Ready To Move,2 BHK,1157.0,2.0,1.0,84.0
18-Aug,2 BHK,1025.0,2.0,2.0,27.68
Ready To Move,1 BHK,650.0,1.0,2.0,33.0
Ready To Move,2 BHK,1349.0,2.0,1.0,98.0
Ready To Move,3 BHK,1566.0,3.0,1.0,83.3
Ready To Move,4 BHK,2606.0,3.0,3.0,195.0
18-Dec,3 BHK,1320.0,2.0,1.0,38.13
18-Nov,3 BHK,1780.0,3.0,1.0,84.83
Ready To Move,2 BHK,1091.0,2.0,1.0,34.9
Ready To Move,4 BHK,2606.0,4.0,3.0,236.3825
Ready To Move,2 BHK,918.0,2.0,1.0,50.49
20-Dec,4 BHK,1950.0,4.0,0.0,130.0
Ready To Move,3 BHK,1695.0,3.0,1.0,90.0
Ready To Move,3 BHK,1705.0,3.0,2.0,95.0
Ready To Move,3 BHK,1375.0,3.0,2.0,75.0
21-Oct,1 BHK,525.0,1.0,1.0,30.0
20-Dec,2 BHK,1447.0,2.0,1.0,83.0
Ready To Move,2 BHK,1114.0,2.0,1.0,39.0
Ready To Move,3 BHK,1450.0,2.0,1.0,100.0
Ready To Move,2 BHK,460.0,1.0,0.0,15.0
Ready To Move,2 BHK,1022.0,2.0,2.0,40.0
Ready To Move,2 BHK,1000.0,2.0,2.0,45.0
18-Apr,2 BHK,1128.0,2.0,1.0,68.75
18-May,2 BHK,1180.0,2.0,2.0,57.0
Ready To Move,6 Bedroom,1000.0,4.5,1.0,69.0
Ready To Move,2 Bedroom,1200.0,2.0,1.0,150.0
Ready To Move,3 BHK,2606.0,3.0,2.0,236.3825
Ready To Move,2 BHK,1339.0,2.0,3.0,75.0
Ready To Move,3 BHK,1400.0,2.0,3.0,55.0
Ready To Move,2 BHK,1040.0,2.0,1.0,39.52
Ready To Move,2 BHK,1198.0,2.0,2.0,58.0
Ready To Move,4 Bedroom,1200.0,3.0,2.0,95.0
Ready To Move,3 BHK,1691.0,3.0,2.0,113.0
Ready To Move,3 BHK,1075.0,3.0,2.0,36.0
18-Jun,3 BHK,1630.0,3.0,2.0,194.0
18-Jun,3 BHK,1240.0,3.0,2.0,43.5
22-Dec,2 BHK,,2.0,0.0,58.935
Ready To Move,3 BHK,1665.0,3.0,2.0,86.58
Ready To Move,3 BHK,2489.0,3.0,2.0,94.0
Ready To Move,2 BHK,1142.0,2.0,2.0,70.0
Ready To Move,3 BHK,1976.0,3.0,1.0,184.0
Ready To Move,4 Bedroom,2606.0,4.0,2.0,236.3825
Ready To Move,3 BHK,1853.0,3.0,2.0,82.0
Ready To Move,8 Bedroom,600.0,4.0,1.0,72.0
Ready To Move,2 BHK,1567.0,2.0,2.0,92.0
Ready To Move,2 BHK,1090.0,2.0,1.0,27.24
Ready To Move,6 Bedroom,1200.0,4.0,2.0,125.0
Ready To Move,4 Bedroom,2400.0,4.0,1.0,236.3825
Ready To Move,2 BHK,1175.0,2.0,2.0,51.47
Ready To Move,2 BHK,995.0,2.0,1.0,41.0
Ready To Move,2 BHK,884.0,2.0,1.0,41.1
Ready To Move,5 Bedroom,900.0,3.0,2.0,80.0
Ready To Move,2 BHK,1170.0,2.0,2.0,57.0
Ready To Move,2 BHK,1225.0,2.0,1.0,46.55
18-Apr,2 BHK,1342.0,2.0,1.0,73.3
19-Dec,2 BHK,1345.0,2.0,1.0,67.0
Ready To Move,3 BHK,1320.0,3.0,0.0,65.0
Ready To Move,2 BHK,,2.0,2.0,45.0
Ready To Move,2 BHK,1140.0,2.0,1.0,49.39
Ready To Move,2 BHK,1300.0,2.0,1.0,50.0
Ready To Move,3 BHK,1652.0,3.0,2.0,85.0
Ready To Move,3 BHK,2072.0,4.0,2.0,142.0
Ready To Move,3 BHK,1740.0,2.0,2.0,95.0
Ready To Move,3 BHK,1360.0,2.0,1.0,71.0
Ready To Move,3 BHK,1145.0,2.0,2.0,60.0
Ready To Move,3 BHK,1540.0,2.0,0.0,40.0
Ready To Move,2 BHK,1278.0,2.0,2.0,95.0
18-May,1 BHK,630.0,1.0,1.0,40.0
21-Jan,3 BHK,1100.0,3.0,2.0,58.0
Ready To Move,3 Bedroom,1200.0,3.0,0.0,95.0
Ready To Move,7 Bedroom,2500.0,4.5,2.0,115.0
18-Jun,1 BHK,,1.0,0.0,15.135
18-Sep,2 BHK,1015.0,2.0,2.0,25.88
Ready To Move,5 Bedroom,2606.0,4.5,2.0,236.3825
Ready To Move,5 Bedroom,2606.0,4.5,1.0,236.3825
Ready To Move,3 BHK,1356.0,2.0,3.0,66.0
Ready To Move,2 BHK,823.0,2.0,1.0,28.0
Ready To Move,3 Bedroom,1200.0,2.0,0.0,66.0
Ready To Move,2 BHK,1050.0,2.0,0.0,37.0
Ready To Move,2 BHK,1180.0,2.0,1.0,69.0
Ready To Move,2 BHK,1116.0,2.0,3.0,51.91
Ready To Move,2 BHK,1070.0,2.0,1.0,42.79
17-Mar,2 BHK,1385.0,2.0,3.0,80.0
Ready To Move,1 Bedroom,1000.0,1.0,1.0,70.0
18-Feb,3 BHK,1897.0,3.0,2.0,130.0
18-Aug,2 BHK,1005.0,2.0,1.0,55.78
Ready To Move,3 BHK,1575.0,3.0,2.0,125.0
Ready To Move,2 BHK,975.0,2.0,1.0,65.0
Ready To Move,3 BHK,1904.0,3.0,2.0,120.0
Ready To Move,1 BHK,930.0,1.0,1.0,30.0
21-Dec,1 BHK,525.0,1.0,1.0,26.0
Ready To Move,1 BHK,686.0,1.0,1.0,17.0
Ready To Move,2 Bedroom,2400.0,3.0,1.0,150.0
Ready To Move,2 Bedroom,1410.0,1.0,0.0,233.0
18-Apr,3 Bedroom,2238.0,3.0,1.0,140.0
Ready To Move,2 BHK,1174.0,2.0,1.0,69.0
Ready To Move,4 Bedroom,2606.0,4.0,3.0,236.3825
Ready To Move,3 BHK,2225.0,2.0,1.0,125.0
Ready To Move,2 BHK,1250.0,2.0,0.0,200.0
Ready To Move,2 BHK,918.0,2.0,2.0,52.0
Ready To Move,2 BHK,1250.0,2.0,3.0,52.0
Ready To Move,3 BHK,1800.0,3.0,2.0,110.0
Ready To Move,2 BHK,1170.0,2.0,3.0,53.0
Ready To Move,1 BHK,1300.0,1.0,0.0,200.0
Ready To Move,2 BHK,793.0,2.0,1.0,45.0
Ready To Move,3 BHK,1710.0,3.0,2.0,107.0
Ready To Move,3 BHK,1082.0,2.0,1.0,57.5
18-Mar,2 BHK,1001.0,2.0,2.0,33.03
Ready To Move,4 Bedroom,1500.0,4.0,2.0,180.0
Ready To Move,3 BHK,1590.0,2.0,1.0,54.0
Ready To Move,3 BHK,2400.0,2.0,0.0,80.0
Ready To Move,3 BHK,1554.0,3.0,2.0,55.0
18-Dec,2 BHK,,2.0,0.0,43.415
Ready To Move,5 BHK,2606.0,4.5,2.0,236.3825
Ready To Move,2 Bedroom,884.0,1.0,0.0,58.0
19-Mar,2 BHK,1045.0,2.0,1.0,98.89
Ready To Move,2 BHK,1019.0,2.0,2.0,49.86
Ready To Move,3 BHK,1935.0,4.0,2.0,130.0
Ready To Move,3 BHK,1135.0,2.0,2.0,39.73
Ready To Move,3 BHK,1680.0,3.0,2.0,150.0
19-Jun,4 BHK,2470.0,4.5,2.0,236.3825
Ready To Move,4 BHK,2606.0,4.0,3.0,236.3825
Ready To Move,3 BHK,2480.0,3.0,1.0,236.3825
Ready To Move,9 Bedroom,1260.0,4.5,2.0,236.3825
Ready To Move,5 Bedroom,1800.0,4.0,3.0,187.0
